Employee_Name,EmpID,State,Zip,DOB,DateofHire,DateofTermination,Age,PayRate,Position,Sex,Sexual_Orientation,LGBTQ,Indigenous,Ethnicity,Disability,Minority,Veteran,EmploymentStatus,Department,RecruitmentSource,PerformanceScore,Attrition,DistanceFromHome,JobInvolvement,JobSatisfaction,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,PercentageSalaryHike,TotalWorkingYear
sdv-id-nhEdfu,9628339427,Pennsylvania,1013,06/17/1981,2020-12-29,Present,33,80.57,IT Support,Male,Heterosexual,No,No,Asian,No,No,No,Active,Admin Offices,Newspager/Magazine,Fully Meets,No,12.68,5,8,No,11,9,5,80,1,4,5,10,1,0,0,,3.04,9
sdv-id-pQoItD,4200473765,Kentucky,4859,03/02/1987,2002-06-23,Present,22,61.68,Area Sales Manager,Female,Heterosexual,No,No,White,Yes,Yes,No,Voluntarily Terminated,Production       ,Monster.com,Fully Meets,No,10.58,3,1,No,11,5,5,80,1,2,3,5,5,1,1,5.0,22.94,13
sdv-id-vxPoyF,9970935024,Oklahoma,5819,04/12/1988,2021-03-22,Present,36,75.21,Shared Services Manager,Male,Heterosexual,No,Yes,Black,No,No,Yes,Active,Production       ,Professional Society,Needs Improvement,Yes,8.62,1,6,No,22,9,7,80,0,2,2,9,5,2,0,5.0,8.83,21
sdv-id-UMlzjx,6371447214,Kentucky,4174,09/04/1986,2007-08-19,Present,52,20.76,Production Technician II,Male,Heterosexual,No,No,White,Yes,No,No,Active,Production       ,Website Banner Ads,Fully Meets,No,10.54,6,8,No,12,1,4,80,2,5,5,1,0,1,2,1.0,25.91,10
sdv-id-IrSfSh,204308584,New York,1069,10/13/1986,2008-08-14,Present,30,36.21,Production Technician II,Male,Heterosexual,No,No,Middle Eastern,Yes,Prefer not to say,No,Voluntarily Terminated,Production       ,Professional Society,Fully Meets,No,34.27,4,6,No,14,8,2,80,0,0,3,9,0,2,2,0.0,4.67,18
sdv-id-VLkcxS,8595224359,Oklahoma,6449,07/13/1972,2017-09-14,Present,27,108.74,Production Technician I,Female,Heterosexual,No,No,White,No,Yes,No,Voluntarily Terminated,IT/IS,Monster.com,Fully Meets,No,16.97,10,10,No,14,9,10,80,0,0,2,9,1,0,0,1.0,3.34,3
sdv-id-ELofnA,4161155254,Vermont,2306,07/25/1992,2013-09-13,Present,32,89.84,Area Sales Manager,Male,Heterosexual,No,No,Middle Eastern,Yes,No,No,Leave of Absence,Production       ,Indeed,Fully Meets,Yes,41.24,5,6,No,21,9,4,80,1,6,2,10,2,2,3,2.0,21.61,15
sdv-id-HNMMRp,447166411,New Jersey,3460,07/04/1964,2004-11-19,2014-09-17,47,70.54,Area Sales Manager,Female,Heterosexual,No,No,White,No,Yes,Yes,Voluntarily Terminated,IT/IS,Pay Per Click - Google,Fully Meets,No,33.8,5,2,No,15,2,7,80,0,7,6,5,9,2,1,4.0,11.91,1
sdv-id-KYATiG,9972556509,Connecticut,98052,11/20/1983,2023-04-07,2024-03-28,28,136.35,Accountant I,Female,Heterosexual,No,No,White,No,Yes,Yes,Voluntarily Terminated,Sales,MBTA ads,Needs Improvement,No,12.6,2,2,No,20,3,7,80,0,0,5,6,1,0,0,1.0,21.35,11
sdv-id-gxmTES,657878896,Alabama,1217,02/18/1991,2010-06-04,Present,38,109.12,Production Technician I,Female,Heterosexual,No,No,Black,No,No,No,Voluntarily Terminated,IT/IS,Employee Referral,Exceeds,No,2.66,3,9,No,21,8,6,80,1,1,2,10,7,2,1,1.0,13.47,37
sdv-id-bPXDGj,560030493,New York,3014,03/11/1981,2002-06-16,2023-07-06,51,43.87,BI Developer,Male,Heterosexual,No,No,Asian,No,No,No,Voluntarily Terminated,IT/IS,Careerbuilder,Fully Meets,No,9.13,5,8,Yes,11,2,2,80,3,3,2,1,7,1,0,2.0,27.73,8
sdv-id-eCUTYO,3440462364,Missouri,1013,08/13/1991,2015-01-15,Present,46,49.09,Area Sales Manager,Male,Heterosexual,Yes,No,White,Yes,Yes,No,Voluntarily Terminated,Sales,Diversity Job Fair,Fully Meets,Yes,11.15,6,3,No,14,7,8,80,0,11,2,6,5,3,2,5.0,20.29,20
sdv-id-zTNmbu,371141927,Idaho,4674,06/21/1987,2006-10-30,2015-06-13,27,137.83,Production Technician II,Male,Heterosexual,Yes,No,White,No,No,No,Active,Sales,Indeed,Fully Meets,No,45.96,10,1,No,11,7,9,80,1,0,5,6,2,1,0,1.0,10.8,31
sdv-id-wORJqM,525644459,Arkansas,98052,11/26/1987,2005-01-21,2020-06-04,53,140.51,Production Technician I,Male,Heterosexual,No,No,White,No,No,No,Active,Production       ,Search Engine - Google Bing Yahoo,PIP,No,11.15,7,4,No,14,4,10,80,0,0,3,3,2,10,0,0.0,16.98,28
sdv-id-bUBmhz,514976549,Michigan,2563,06/30/1983,2023-11-07,2023-12-02,53,128.16,Software Engineer,Female,Heterosexual,No,No,White,No,No,No,Active,Production       ,Employee Referral,Fully Meets,No,9.49,7,6,No,11,3,4,80,1,4,4,4,7,3,0,1.0,25.58,13
sdv-id-GGrpSB,315459476,New Jersey,1013,02/05/1979,2023-07-04,2023-07-31,51,120.32,Area Sales Manager,Male,Heterosexual,No,No,White,No,No,No,Active,IT/IS,Glassdoor,Fully Meets,No,5.88,5,9,No,18,5,6,80,2,0,3,8,3,1,1,0.0,27.68,15
sdv-id-WebCkh,401824921,Montana,4999,05/27/1970,2003-02-06,Present,46,94.39,Production Technician I,Male,Heterosexual,No,No,White,No,No,Yes,Active,Production       ,Search Engine - Google Bing Yahoo,Fully Meets,Yes,28.89,8,4,No,11,4,4,80,2,0,3,6,5,1,0,8.0,4.94,25
sdv-id-gaiRMa,509590041,Ohio,1013,09/23/1990,2020-08-11,Present,54,59.63,Data Analyst,Female,Heterosexual,No,No,White,Yes,No,Yes,Leave of Absence,Production       ,Employee Referral,Fully Meets,Yes,49.14,1,4,No,14,1,4,80,1,0,3,1,8,0,5,0.0,9.02,23
sdv-id-iEvnhC,9443407252,Virginia,1470,08/17/1992,2001-11-17,Present,21,90.29,Area Sales Manager,Prefer not to say,Heterosexual,No,No,White,No,No,No,Voluntarily Terminated,Production       ,Diversity Job Fair,Fully Meets,Yes,25.52,7,7,No,21,8,5,80,1,0,6,9,6,6,1,4.0,18.03,40
sdv-id-LHVOMl,8904746639,Oregon,6513,01/30/1986,2017-11-02,Present,23,73.37,Area Sales Manager,Male,Heterosexual,No,No,White,Yes,No,No,Terminated for Cause,IT/IS,Monster.com,Fully Meets,No,2.57,9,9,Yes,12,5,8,80,2,4,3,5,5,9,0,0.0,19.98,4
sdv-id-AoYKfH,3850895125,Texas,98052,01/02/1951,2022-09-07,2023-04-03,24,44.46,Production Technician II,Male,Heterosexual,No,No,White,No,No,No,Active,Production       ,Employee Referral,Fully Meets,No,8.18,8,3,Yes,12,8,7,80,2,1,3,7,1,0,0,2.0,17.76,1
sdv-id-NqOzWd,1125105048,Kentucky,1502,09/15/1984,2017-04-10,Present,43,35.61,Production Manager,Female,Heterosexual,No,No,White,No,Yes,No,Active,Production       ,Vendor Referral,Fully Meets,No,46.17,10,2,No,22,1,2,80,1,0,2,3,4,0,2,2.0,22.6,3
sdv-id-rzNtzy,6773458465,Tennessee,5790,10/07/1987,2021-06-27,Present,32,120.92,Production Technician I,Female,Heterosexual,No,No,White,No,No,No,Voluntarily Terminated,Production       ,Diversity Job Fair,Exceeds,No,13.69,10,2,No,12,5,1,80,1,0,4,7,10,3,0,,23.38,17
sdv-id-azwzXx,7530746752,New York,1538,01/09/1984,2011-11-20,2013-02-08,51,59.57,Senior BI Developer,Female,Prefer not to say,Yes,No,White,Yes,Yes,No,Active,Production       ,Monster.com,Needs Improvement,No,49.95,9,10,No,11,8,8,80,1,0,2,9,1,2,0,1.0,19.36,20
sdv-id-lTTJsd,846389131,Mississippi,3876,01/07/1990,2009-09-08,2020-01-16,39,50.71,Database Administrator,Non-binary/non-conforming,Heterosexual,No,No,Black,No,No,No,Voluntarily Terminated,Software Engineering,Newspager/Magazine,Needs Improvement,No,43.76,10,6,No,11,10,10,80,0,1,2,10,0,0,6,2.0,12.28,12
sdv-id-HopuvV,220931109,Tennessee,4825,02/23/1982,2023-02-20,Present,32,51.16,Production Technician I,Female,Heterosexual,Yes,No,White,No,No,No,Voluntarily Terminated,Admin Offices,MBTA ads,Fully Meets,No,49.98,5,7,No,18,2,1,80,1,2,3,2,0,3,0,0.0,11.24,2
sdv-id-XZhmid,796489165,Delaware,6029,12/25/1976,2013-05-08,2020-12-27,47,24.7,Production Manager,Male,Heterosexual,No,No,White,Yes,No,No,Active,Production       ,Diversity Job Fair,Fully Meets,No,4.02,2,10,Yes,11,1,4,80,1,6,3,2,2,3,0,0.0,15.54,37
sdv-id-jBdZvZ,890200932,New York,4049,01/29/1981,2020-07-06,Present,47,59.85,Database Administrator,Male,Heterosexual,No,No,Asian,No,No,No,Active,IT/IS,Employee Referral,Exceeds,Yes,17.44,5,5,Yes,14,8,1,80,0,0,3,7,2,1,2,1.0,20.0,5
sdv-id-OSmjAw,2211698856,Kansas,1159,08/17/1992,2001-08-30,Present,32,56.88,Production Manager,Female,Heterosexual,No,No,Asian,Yes,No,No,Voluntarily Terminated,Production       ,Vendor Referral,Fully Meets,No,13.01,9,8,Yes,15,1,9,80,1,0,3,2,2,4,1,0.0,29.7,12
sdv-id-aiQBiJ,5973265615,Montana,2622,03/05/1991,2004-03-29,Present,55,93.26,Data Analyst,Female,Heterosexual,Prefer not to say,No,White,Yes,Yes,No,Active,Sales,Website Banner Ads,PIP,No,18.29,1,6,No,11,8,9,80,1,2,3,8,2,1,0,1.0,5.81,6
sdv-id-bnmaWq,247666626,New Mexico,5641,07/30/1983,2023-12-17,Present,55,74.97,Production Manager,Male,Heterosexual,No,No,White,Yes,No,No,Active,Production       ,Billboard,Fully Meets,No,31.95,5,3,No,11,8,7,80,1,2,3,9,2,2,0,2.0,11.68,22
sdv-id-IUDWOo,2226769550,Minnesota,1013,10/11/1989,2015-10-28,2016-10-25,43,29.58,Production Technician II,Female,Homosexual,No,No,Black,Yes,No,Yes,Voluntarily Terminated,Admin Offices,Search Engine - Google Bing Yahoo,Fully Meets,Yes,45.93,2,7,No,11,10,8,80,1,0,1,9,1,1,2,0.0,26.26,7
sdv-id-UtBiNv,6328488492,West Virginia,5761,08/17/1992,2005-03-04,2015-09-27,30,78.02,Production Technician I,Female,Heterosexual,No,No,White,No,No,No,Active,Production       ,Information Session,Fully Meets,No,43.96,3,7,No,15,5,8,80,0,2,4,3,1,0,0,1.0,14.09,6
sdv-id-kuaVrR,946180582,Delaware,1013,05/25/1986,2001-09-21,Present,57,145.55,Production Technician I,Prefer not to say,Homosexual,No,Yes,Asian,No,Yes,No,Active,Production       ,MBTA ads,Fully Meets,No,49.48,7,3,No,18,3,8,80,1,0,4,4,1,6,1,2.0,15.15,30
sdv-id-mNBWLP,1949736869,Washington,6833,01/26/1980,2015-09-11,Present,49,121.25,Production Technician II,Transgender,Heterosexual,No,No,White,No,No,No,Active,Software Engineering,On-campus Recruiting,Fully Meets,No,44.28,2,9,No,11,9,10,80,0,0,3,8,1,6,0,2.0,7.44,18
sdv-id-TAgdnr,125247435,South Carolina,5059,05/28/1984,2005-08-18,2016-11-04,55,134.18,Area Sales Manager,Female,Heterosexual,No,No,Asian,No,No,Yes,Active,Production       ,Search Engine - Google Bing Yahoo,Needs Improvement,No,25.73,7,8,No,11,1,6,80,1,0,2,2,0,2,0,2.0,6.94,24
sdv-id-YlbkvG,876167407,Nevada,5436,06/08/1989,2015-08-17,Present,52,59.01,Sr. DBA,Male,Prefer not to say,Yes,Yes,White,No,No,No,Active,IT/IS,Pay Per Click - Google,Fully Meets,No,34.33,2,6,No,19,10,10,80,1,11,2,10,7,1,0,1.0,7.31,28
sdv-id-VZklkN,8448435595,Wyoming,77766,05/22/1989,2022-03-27,Present,44,122.15,BI Developer,Female,Other,No,No,White,Yes,No,No,Voluntarily Terminated,Sales,MBTA ads,Fully Meets,Yes,49.24,5,10,No,14,1,10,80,2,0,3,1,0,3,7,,8.09,4
sdv-id-BKoZiH,245094645,Rhode Island,4461,10/16/1979,2022-02-20,2023-02-11,31,82.85,Production Technician I,Male,Prefer not to say,No,No,White,No,Yes,No,Active,Sales,Search Engine - Google Bing Yahoo,Fully Meets,Yes,13.12,4,3,No,14,3,8,80,0,0,4,2,7,2,1,0.0,21.43,35
sdv-id-NnJSQt,646668581,Missouri,4154,07/11/1990,2002-11-28,Present,54,73.89,Production Technician I,Male,Heterosexual,No,No,White,No,No,No,Voluntarily Terminated,Sales,Search Engine - Google Bing Yahoo,Exceeds,Yes,42.28,7,6,No,25,3,1,80,0,3,3,5,4,5,2,7.0,29.23,22
sdv-id-ekORMt,197110216,Kansas,5758,02/01/1989,2012-08-06,Present,26,120.47,Area Sales Manager,Prefer not to say,Heterosexual,Prefer not to say,No,White,No,Yes,Yes,Active,Sales,Pay Per Click - Google,Fully Meets,Yes,12.49,10,7,No,13,3,10,80,1,0,3,3,0,7,2,1.0,6.17,6
sdv-id-jnJZcE,637737362,Rhode Island,3411,06/08/1980,2023-09-28,Present,49,27.0,Production Technician I,Female,Heterosexual,No,No,White,No,No,No,Active,Production       ,Pay Per Click - Google,Fully Meets,No,30.3,3,1,No,11,10,1,80,1,1,3,9,9,0,0,2.0,6.21,2
sdv-id-DSQDJS,5563387994,South Carolina,5721,07/11/1983,2022-10-13,2024-04-28,54,84.64,Area Sales Manager,Female,Prefer not to say,Yes,No,Prefer not to say,No,Yes,Yes,Active,IT/IS,Professional Society,Needs Improvement,Yes,35.15,4,5,No,15,7,7,80,0,0,2,5,0,7,1,0.0,9.02,0
sdv-id-jIHlqL,9758271961,Minnesota,3128,11/04/1984,2021-09-10,Present,41,71.65,Production Technician I,Male,Prefer not to say,No,No,Asian,No,No,No,Active,Production       ,Indeed,Fully Meets,No,38.92,3,6,No,15,6,2,80,1,0,3,4,0,4,0,0.0,6.56,1
sdv-id-KVVGWF,1558379620,Texas,1554,05/14/1989,2003-05-23,2014-05-30,50,46.15,Production Technician I,Male,Heterosexual,No,No,White,No,Yes,No,Voluntarily Terminated,Sales,Website Banner Ads,Fully Meets,No,48.28,7,2,No,25,2,2,80,1,0,3,2,4,2,4,4.0,17.98,21
sdv-id-xQGCxU,2196881230,Virginia,4548,02/15/1970,2018-03-02,Present,29,27.42,Network Engineer,Female,Heterosexual,No,No,Asian,Yes,No,No,Active,Sales,On-campus Recruiting,PIP,No,13.94,3,9,Yes,11,6,7,80,2,2,2,7,4,4,1,1.0,23.18,17
sdv-id-TmNRgX,850454824,Nebraska,5196,11/21/1991,2000-07-13,2013-08-30,55,135.76,Production Technician I,Female,Heterosexual,No,Yes,White,Yes,Yes,Prefer not to say,Active,Production       ,Word of Mouth,Fully Meets,No,5.89,3,7,No,17,2,2,80,0,3,1,5,1,0,4,3.0,28.22,20
sdv-id-hWGwCz,9824300485,Rhode Island,2704,06/19/1982,2009-03-16,Present,49,95.56,Area Sales Manager,Female,Heterosexual,Yes,No,White,No,No,No,Active,IT/IS,Diversity Job Fair,Fully Meets,No,15.1,3,10,No,14,10,9,80,1,4,3,8,0,5,2,1.0,19.6,26
sdv-id-GtXdNc,1582220706,Kentucky,3110,01/13/1980,2018-05-04,Present,28,22.83,Database Administrator,Female,Prefer not to say,Prefer not to say,No,Middle Eastern,No,No,No,Voluntarily Terminated,Production       ,Search Engine - Google Bing Yahoo,Fully Meets,No,43.58,6,1,No,21,10,2,80,0,0,3,8,10,2,1,0.0,12.6,1
sdv-id-qBZwmP,541942092,New Mexico,4094,07/12/1983,2016-02-29,2018-04-08,42,132.17,Production Technician I,Female,Prefer not to say,No,No,White,Yes,Yes,No,Active,IT/IS,Employee Referral,Fully Meets,Yes,20.66,6,8,Yes,16,7,4,80,0,4,4,8,0,2,0,3.0,20.85,14
sdv-id-budyZN,674507627,Ohio,4510,05/26/1989,2011-09-25,2017-10-29,30,109.77,Database Administrator,Prefer not to say,Prefer not to say,Yes,No,Black,No,No,No,Active,Sales,Pay Per Click - Google,Fully Meets,No,38.85,7,9,No,17,6,1,80,1,0,2,6,6,2,0,4.0,25.94,8
sdv-id-oRNYOO,320405640,North Dakota,1013,03/27/1987,2022-03-26,2022-07-11,55,104.93,Software Engineer,Male,Heterosexual,No,No,White,No,Yes,No,Voluntarily Terminated,Sales,Pay Per Click - Google,Fully Meets,No,17.14,7,7,Yes,11,2,6,80,1,3,5,1,0,0,5,1.0,23.85,3
sdv-id-IWrIcO,254659468,Connecticut,3084,06/18/1973,2006-04-25,Present,48,22.39,Production Technician I,Female,Heterosexual,No,No,White,Yes,No,No,Future Start,IT/IS,Indeed,Fully Meets,No,33.98,4,4,No,15,7,6,80,1,0,5,6,5,6,0,1.0,5.2,33
sdv-id-RLGVoy,5604416763,Kentucky,3288,01/23/1983,2009-10-05,2010-06-15,35,67.47,Production Technician II,Male,Heterosexual,No,No,White,No,Yes,No,Active,Production       ,Other,Fully Meets,No,33.1,9,1,No,11,3,5,80,1,0,2,1,5,0,0,,5.15,31
sdv-id-sYEeRX,4458187340,Connecticut,4500,12/01/1971,2018-04-26,Present,55,144.43,Production Manager,Male,Bisexual,Prefer not to say,No,Asian,Yes,No,Yes,Leave of Absence,Production       ,Website Banner Ads,Fully Meets,No,18.35,7,3,Yes,11,4,10,80,0,2,3,5,5,4,1,2.0,17.19,3
sdv-id-RgTHGg,506691920,Nebraska,1829,07/26/1988,2003-10-19,Present,40,113.54,Software Engineer,Female,Heterosexual,No,No,White,Yes,No,No,Terminated for Cause,Production       ,Pay Per Click - Google,Fully Meets,No,43.48,5,7,No,24,7,2,80,1,3,3,5,5,3,0,0.0,19.98,9
sdv-id-cMaNzF,5874199508,Louisiana,1013,04/11/1989,2001-02-23,Present,55,51.42,Production Technician II,Female,Heterosexual,No,No,Asian,No,No,No,Active,Production       ,Monster.com,Fully Meets,No,35.44,5,7,No,11,4,8,80,0,3,2,4,0,2,0,0.0,22.78,22
sdv-id-mgmNCa,501964575,Mississippi,1336,03/22/1982,2013-08-11,Present,32,70.85,Production Technician I,Male,Prefer not to say,No,No,Asian,No,No,Yes,Active,Software Engineering,Careerbuilder,Fully Meets,No,28.32,2,6,No,15,9,9,80,1,1,3,8,4,2,0,0.0,3.19,22
sdv-id-txEfgJ,263804732,Oregon,98052,08/17/1992,2008-05-14,Present,38,133.77,Area Sales Manager,Male,Prefer not to say,No,No,White,No,Yes,No,Active,Production       ,Employee Referral,Fully Meets,No,27.5,8,6,No,11,6,8,80,3,0,5,5,3,3,1,2.0,22.4,5
sdv-id-qvYgQB,216786028,Illinois,93360,08/17/1992,2017-04-04,Present,45,20.47,Production Technician I,Other,Prefer not to say,No,No,Asian,No,No,No,Active,Production       ,Billboard,Needs Improvement,No,15.0,8,4,No,13,7,8,80,1,0,2,5,1,0,1,,9.91,1
sdv-id-nogpOR,5709960873,New Mexico,3473,05/08/1985,2012-01-08,Present,44,139.3,Sr. Network Engineer,Male,Prefer not to say,No,No,Middle Eastern,Prefer not to say,No,No,Active,Sales,Diversity Job Fair,Exceeds,No,48.93,6,5,Yes,11,7,2,80,0,4,5,5,2,0,0,2.0,17.01,38
sdv-id-mxzuKG,4198621356,Missouri,1013,12/06/1983,2021-08-24,Present,55,107.35,Production Technician I,Male,Prefer not to say,Prefer not to say,No,White,No,No,No,Voluntarily Terminated,Sales,Word of Mouth,Fully Meets,No,32.15,4,10,No,11,6,7,80,1,0,3,5,2,7,1,3.0,18.16,14
sdv-id-hUiGOU,446307152,Arizona,1879,08/17/1992,2007-08-13,2011-09-19,18,59.24,Production Technician I,Male,Prefer not to say,No,No,White,No,No,No,Terminated for Cause,Sales,Pay Per Click - Google,Fully Meets,No,49.95,3,10,No,14,5,8,80,3,0,3,2,1,7,0,2.0,21.11,18
sdv-id-qNAHFU,340767203,Massachusetts,3696,08/17/1992,2007-09-10,Present,38,45.6,Production Technician II,Male,Prefer not to say,Yes,No,White,Yes,No,No,Active,Production       ,Pay Per Click - Google,Fully Meets,No,37.97,7,9,No,16,3,4,80,2,4,5,1,2,6,1,1.0,22.01,1
sdv-id-JxTWUN,443487169,South Dakota,3325,09/30/1984,2008-10-16,Present,30,71.26,Network Engineer,Male,Heterosexual,Prefer not to say,No,White,Yes,No,No,Active,Production       ,Professional Society,Fully Meets,Yes,1.12,2,6,No,11,3,6,80,0,1,3,2,2,3,2,5.0,26.37,6
sdv-id-YQzPYy,6153147158,Illinois,3746,08/10/1965,2001-08-19,2006-01-11,51,32.45,Area Sales Manager,Other,Bisexual,No,No,Other,No,No,No,Voluntarily Terminated,IT/IS,Vendor Referral,Fully Meets,Yes,39.92,1,4,Yes,14,6,8,80,1,0,3,8,1,7,1,0.0,5.22,20
sdv-id-IMSoNX,5553153033,Oregon,24401,10/27/1981,2008-08-18,Present,44,146.3,Software Engineer,Male,Bisexual,No,No,Asian,No,No,Yes,Active,Production       ,MBTA ads,Exceeds,No,25.39,10,9,No,18,3,5,80,0,1,3,2,3,0,0,7.0,8.09,1
sdv-id-JdujxV,972791170,Oklahoma,5427,10/31/1987,2003-05-31,2017-11-15,60,130.16,Production Technician II,Female,Heterosexual,Yes,No,White,No,No,No,Voluntarily Terminated,IT/IS,Other,Fully Meets,Yes,15.75,6,3,Yes,11,9,7,80,0,5,3,9,8,0,0,1.0,11.53,29
sdv-id-LPAtpO,125216637,Alabama,3454,08/28/1959,2020-12-11,Present,49,52.55,Sr. Accountant,Female,Prefer not to say,No,No,Asian,No,No,No,Active,Production       ,Glassdoor,Needs Improvement,No,3.39,8,8,Yes,11,5,7,80,1,1,3,6,11,0,1,1.0,6.8,13
sdv-id-cMdoDR,675565214,Ohio,2458,05/13/1982,2000-10-01,Present,58,131.73,Production Technician I,Female,Prefer not to say,Yes,No,White,No,Yes,Yes,Voluntarily Terminated,Sales,Diversity Job Fair,Needs Improvement,No,47.83,1,1,No,18,7,7,80,0,5,2,4,4,2,1,2.0,3.04,1
sdv-id-KYcxFd,516786690,New Hampshire,1417,02/24/1973,2023-04-04,2023-06-17,39,91.05,Production Technician II,Male,Heterosexual,No,No,White,No,No,No,Active,Production       ,Search Engine - Google Bing Yahoo,Fully Meets,No,29.62,9,7,No,14,1,10,80,0,0,4,3,2,0,0,1.0,8.39,38
sdv-id-KEpPDJ,169352518,Alaska,1013,03/28/1981,2020-07-01,2024-11-18,30,29.55,Production Technician I,Male,Prefer not to say,Yes,No,Prefer not to say,No,No,No,Active,IT/IS,MBTA ads,Fully Meets,No,34.77,5,2,No,14,7,4,80,0,0,4,9,3,1,0,2.0,16.48,9
sdv-id-VQfCpU,530531403,Florida,5733,08/06/1988,2001-01-19,Present,24,118.41,Production Manager,Female,Heterosexual,No,No,White,No,No,Yes,Voluntarily Terminated,IT/IS,Diversity Job Fair,Fully Meets,No,18.1,5,5,No,16,1,3,80,1,3,2,3,2,1,0,1.0,6.94,29
sdv-id-QQWmtw,6967558594,Montana,6488,08/18/1989,2016-08-05,Present,25,132.2,Production Technician I,Female,Heterosexual,No,No,White,No,Yes,No,Active,Sales,MBTA ads,Fully Meets,No,33.62,9,6,No,14,10,5,80,1,3,4,10,3,0,1,1.0,22.25,3
sdv-id-MTFIzm,2943385266,Oregon,3655,10/28/1991,2005-11-15,Present,51,30.06,Area Sales Manager,Female,Other,No,No,White,No,No,Yes,Active,Production       ,Indeed,Needs Improvement,No,1.19,1,3,No,11,4,8,80,0,0,3,5,9,0,2,1.0,29.05,25
sdv-id-jJFgFM,146107201,Georgia,98052,03/26/1981,2011-12-05,Present,20,110.98,Production Manager,Female,Prefer not to say,No,No,White,No,No,No,Active,Sales,MBTA ads,Exceeds,No,1.76,6,5,Yes,15,10,9,80,0,4,2,10,0,0,3,0.0,9.79,26
sdv-id-sjaBfx,1540875480,Alaska,1728,08/17/1992,2023-05-10,2023-05-11,20,110.33,Production Technician II,Transgender,Heterosexual,No,No,Asian,No,No,Yes,Voluntarily Terminated,Production       ,Employee Referral,Fully Meets,No,37.89,3,3,No,12,3,7,80,1,0,3,4,0,6,4,0.0,20.77,3
sdv-id-JEswhi,103409647,Ohio,4903,01/05/1958,2011-12-14,Present,44,68.77,Area Sales Manager,Male,Bisexual,Yes,No,White,No,Prefer not to say,No,Active,IT/IS,Pay Per Click - Google,PIP,No,26.82,2,5,No,11,8,9,80,3,0,6,8,9,2,0,1.0,16.29,10
sdv-id-jBkmmt,553555416,Utah,1786,02/13/1990,2023-07-21,2023-08-10,28,20.72,Area Sales Manager,Non-binary/non-conforming,Heterosexual,Prefer not to say,No,White,Yes,No,Yes,Voluntarily Terminated,Production       ,Vendor Referral,Fully Meets,No,3.65,10,2,No,11,1,5,80,1,5,2,1,6,2,5,3.0,4.88,0
sdv-id-UkFLHk,1592059415,New York,13333,08/17/1992,2009-11-29,Present,34,83.97,Area Sales Manager,Female,Prefer not to say,Yes,No,White,Yes,No,No,Active,Sales,Vendor Referral,Fully Meets,No,45.36,9,5,No,11,2,2,80,1,0,4,2,6,7,0,1.0,28.31,24
sdv-id-HCSBkS,346709037,Mississippi,1013,12/26/1972,2002-11-07,Present,47,45.03,Accountant I,Female,Heterosexual,No,No,Latin,No,No,No,Voluntarily Terminated,Sales,Employee Referral,Fully Meets,Yes,48.6,3,4,Yes,22,6,3,80,0,2,3,8,3,2,0,5.0,19.64,20
sdv-id-amchuH,727887124,Oklahoma,1013,07/20/1978,2000-12-09,Present,26,137.79,Production Technician II,Male,Heterosexual,No,No,Middle Eastern,Yes,Yes,No,Active,Sales,Word of Mouth,Fully Meets,No,23.04,5,1,No,13,6,2,80,1,0,2,5,3,5,0,1.0,21.77,9
sdv-id-IFbtmG,5847789594,Alaska,4166,07/20/1960,2008-12-07,Present,59,108.88,Production Technician I,Male,Heterosexual,No,Yes,Prefer not to say,Yes,No,No,Voluntarily Terminated,IT/IS,Website Banner Ads,Fully Meets,No,19.6,5,4,Yes,12,1,10,80,3,4,4,1,0,0,0,0.0,26.4,27
sdv-id-xcagZE,1287352859,Minnesota,1663,11/08/1976,2022-11-13,Present,35,128.05,Production Technician I,Female,Heterosexual,No,No,White,Yes,No,Yes,Active,IT/IS,Diversity Job Fair,Fully Meets,No,11.61,3,10,No,24,1,3,80,1,0,3,1,1,3,0,0.0,27.32,40
sdv-id-SCnvyL,103243068,Ohio,5086,08/17/1992,2018-03-07,2023-05-15,51,82.51,Sr. Network Engineer,Female,Heterosexual,No,No,Asian,No,Yes,No,Active,Production       ,Vendor Referral,Fully Meets,No,17.79,3,7,No,21,4,1,80,1,5,2,4,6,3,1,0.0,15.1,37
sdv-id-SvvFBt,156711348,Rhode Island,98052,07/03/1971,2008-06-04,2019-03-04,55,39.83,Area Sales Manager,Male,Heterosexual,No,No,White,No,No,No,Active,Software Engineering,Search Engine - Google Bing Yahoo,Fully Meets,No,38.31,7,4,No,18,1,3,80,1,0,3,1,3,0,0,7.0,24.91,20
sdv-id-gPLPjC,706604818,New Hampshire,4991,04/03/1975,2009-01-05,2014-05-15,39,147.26,Production Technician II,Female,Heterosexual,Yes,No,White,No,Yes,No,Active,Production       ,MBTA ads,Fully Meets,No,16.89,6,5,No,17,6,3,80,1,0,3,5,1,3,1,1.0,7.17,8
sdv-id-uRarnQ,684770833,Alabama,5103,11/07/1984,2017-06-02,Present,30,77.67,IT Support,Female,Heterosexual,Prefer not to say,No,Asian,No,No,No,Active,Production       ,Billboard,Fully Meets,No,45.67,3,5,No,11,9,2,80,0,0,3,10,0,2,0,0.0,16.43,27
